ip_address,correlated_partners_count,mean_correlation_score,max_correlation_score,is_correlated_attacker
172.16.3.74,2,0.775,0.85,0
172.16.3.77,5,0.5625,0.85,1
172.16.3.8,1,0.4841,0.4841,0
172.16.3.95,5,0.4975,0.5,0
172.16.3.98,1,0.4846,0.4846,0
172.16.30.1,10,0.7975,1.0,1
172.16.30.100,0,0.0,0.0,0
172.16.30.118,5,0.4966,0.5,0
172.16.30.119,2,0.5,0.5,0
172.16.30.125,3,0.4955,0.5,0
172.16.30.126,5,0.5744,0.7,1
172.16.30.13,3,0.5,0.5,1
172.16.30.131,1,0.5,0.5,0
172.16.30.132,2,0.4926,0.5,0
172.16.30.137,1,0.5,0.5,0
172.16.30.140,6,0.6167,0.85,1
172.16.30.141,3,0.4927,0.5,0
172.16.30.143,2,0.4844,0.5,0
172.16.30.146,4,0.4948,0.5,0
172.16.30.15,2,0.4964,0.5,0
172.16.30.150,1,0.4833,0.4833,0
172.16.30.154,3,0.4943,0.5,0
172.16.30.157,3,0.4941,0.5,0
172.16.30.159,1,0.4797,0.4797,0
172.16.30.162,1,0.5,0.5,0
172.16.30.171,3,0.5,0.5,1
172.16.30.172,4,0.5,0.5,1
172.16.30.173,4,0.5458,0.7,1
172.16.30.177,5,0.4963,0.5,0
172.16.30.189,4,0.4972,0.5,0
172.16.30.196,2,0.5,0.5,0
172.16.30.199,0,0.0,0.0,0
172.16.30.201,1,0.485,0.485,0
172.16.30.204,2,0.7784,0.8568,0
172.16.30.207,0,0.0,0.0,0
172.16.30.209,4,0.5457,0.7,1
172.16.30.227,2,0.5,0.5,0
172.16.30.23,2,0.5953,0.7,0
172.16.30.239,3,0.4978,0.5,0
172.16.30.241,5,0.7234,0.85,1
172.16.30.242,8,0.5235,0.7,1
172.16.30.247,3,0.5,0.5,1
172.16.30.35,1,0.4808,0.4808,0
172.16.30.4,9,0.5625,0.85,1
172.16.30.47,0,0.0,0.0,0
172.16.30.77,5,0.5625,0.85,1
172.16.30.78,2,0.494,0.5,0
172.16.30.79,5,0.57,0.85,1
172.16.30.87,2,0.4999,0.5,0
172.16.30.89,0,0.0,0.0,0
172.16.30.9,7,0.4972,0.5,0
172.16.4.1,6,0.4981,0.5,0
172.16.4.106,4,0.7606,0.85,1
172.16.4.108,5,0.536,0.7,1
172.16.4.119,4,0.4984,0.5,0
172.16.4.120,2,0.4957,0.5,0
172.16.4.130,0,0.0,0.0,0
172.16.4.134,2,0.5,0.5,0
172.16.4.139,1,0.5,0.5,0
172.16.4.14,1,0.5,0.5,0
172.16.4.142,4,0.4953,0.5,0
172.16.4.143,1,0.5,0.5,0
172.16.4.147,0,0.0,0.0,0
172.16.4.148,0,0.0,0.0,0
172.16.4.157,0,0.0,0.0,0
172.16.4.162,1,0.5,0.5,0
172.16.4.172,1,0.4995,0.4995,0
172.16.4.177,1,0.4829,0.4829,0
172.16.4.180,1,0.499,0.499,0
172.16.4.183,8,0.5369,0.85,1
172.16.4.186,3,0.4948,0.5,0
172.16.4.194,3,0.4942,0.5,0
172.16.4.195,7,0.55,0.85,1
172.16.4.196,3,0.5,0.5,1
172.16.4.198,3,0.5,0.5,1
172.16.4.200,1,0.6762,0.6762,0
172.16.4.201,1,0.5,0.5,0
172.16.4.205,5,0.4973,0.5,0
172.16.4.220,1,0.5,0.5,0
172.16.4.232,2,0.5,0.5,0
172.16.4.239,1,0.4798,0.4798,0
172.16.4.240,1,0.5,0.5,0
172.16.4.243,0,0.0,0.0,0
172.16.4.248,1,0.4868,0.4868,0
172.16.4.249,3,0.5,0.5,1
172.16.4.250,6,0.5083,0.55,1
172.16.4.254,2,0.4889,0.5,0
172.16.4.27,1,0.5,0.5,0
172.16.4.28,0,0.0,0.0,0
172.16.4.31,0,0.0,0.0,0
172.16.4.41,3,0.4931,0.5,0
172.16.4.46,0,0.0,0.0,0
172.16.4.52,4,0.4978,0.5,0
172.16.4.65,3,0.6913,0.824,1
172.16.4.72,1,0.491,0.491,0
172.16.4.8,2,0.5,0.5,0
172.16.4.81,2,0.4941,0.5,0
172.16.4.83,7,0.526,0.7,1
172.16.4.85,1,0.4896,0.4896,0
172.16.4.87,2,0.5,0.5,0
172.16.4.94,9,0.5625,0.85,1
172.16.4.99,6,0.663,0.7,1
172.16.5.10,1,0.4918,0.4918,0
172.16.5.101,8,0.5412,0.85,1
172.16.5.104,5,0.536,0.7,1
172.16.5.107,4,0.4967,0.5,0
172.16.5.115,1,0.5,0.5,0
172.16.5.116,4,0.547,0.7,1
172.16.5.118,1,0.5,0.5,0
172.16.5.12,1,0.5,0.5,0
172.16.5.13,14,0.7591,1.0,1
172.16.5.148,2,0.4945,0.5,0
172.16.5.151,2,0.4919,0.5,0
172.16.5.155,3,0.5,0.5,1
172.16.5.162,1,0.85,0.85,0
172.16.5.169,4,0.5,0.5,1
172.16.5.174,3,0.4951,0.5,0
172.16.5.179,1,0.4897,0.4897,0
172.16.5.183,0,0.0,0.0,0
172.16.5.186,2,0.5909,0.7,0
172.16.5.189,0,0.0,0.0,0
172.16.5.190,3,0.4943,0.5,0
172.16.5.191,4,0.4978,0.5,0
172.16.5.193,2,0.5,0.5,0
172.16.5.197,7,0.526,0.7,1
172.16.5.200,2,0.5,0.5,0
172.16.5.203,1,0.5,0.5,0
172.16.5.204,1,0.5,0.5,0
172.16.5.207,2,0.5,0.5,0
172.16.5.208,3,0.4948,0.5,0
172.16.5.226,5,0.5625,0.85,1
172.16.5.229,7,0.526,0.7,1
172.16.5.230,1,0.5,0.5,0
172.16.5.233,0,0.0,0.0,0
172.16.5.235,3,0.5,0.5,1
172.16.5.240,3,0.5,0.5,1
172.16.5.248,4,0.7694,0.85,1
172.16.5.249,0,0.0,0.0,0
172.16.5.252,5,0.5,0.5,1
172.16.5.29,3,0.496,0.5,0
172.16.5.33,5,0.4966,0.5,0
172.16.5.36,2,0.5,0.5,0
172.16.5.41,7,0.526,0.7,1
172.16.5.43,1,0.5,0.5,0
172.16.5.47,3,0.4951,0.5,0
172.16.5.48,3,0.496,0.5,0
172.16.5.5,0,0.0,0.0,0
172.16.5.53,1,0.55,0.55,0
172.16.5.65,7,0.55,0.85,1
172.16.5.70,2,0.4985,0.5,0
172.16.5.72,1,0.4913,0.4913,0
172.16.5.77,4,0.5,0.5,1
172.16.5.82,0,0.0,0.0,0
172.16.5.85,2,0.775,0.925,0
172.16.5.91,2,0.5,0.5,0
172.16.5.93,0,0.0,0.0,0
172.16.5.98,3,0.4927,0.5,0
172.16.6.100,0,0.0,0.0,0
172.16.6.102,1,0.55,0.55,0
172.16.6.103,2,0.5,0.5,0
172.16.6.107,0,0.0,0.0,0
172.16.6.109,2,0.4941,0.5,0
172.16.6.115,0,0.0,0.0,0
172.16.6.124,7,0.5286,0.7,1
172.16.6.126,5,0.5,0.5,1
172.16.6.127,0,0.0,0.0,0
172.16.6.128,3,0.493,0.5,0
172.16.6.129,3,0.5,0.5,1
172.16.6.13,0,0.0,0.0,0
172.16.6.132,3,0.4931,0.5,0
172.16.6.140,3,0.5,0.5,1
172.16.6.146,3,0.5,0.5,1
172.16.6.147,4,0.545,0.7,1
172.16.6.159,6,0.5302,0.7,1
172.16.6.162,1,0.7,0.7,0
172.16.6.165,0,0.0,0.0,0
172.16.6.178,2,0.4907,0.5,0
172.16.6.181,3,0.4951,0.5,0
172.16.6.184,1,0.6908,0.6908,0
172.16.6.187,1,0.5,0.5,0
172.16.6.189,4,0.6702,0.85,1
172.16.6.193,2,0.5,0.5,0
172.16.6.197,1,0.5,0.5,0
172.16.6.198,4,0.8836,1.0,1
172.16.6.201,1,0.4811,0.4811,0
172.16.6.207,14,0.5625,0.925,1
172.16.6.210,2,0.494,0.5,0
172.16.6.211,2,0.4962,0.5,0
172.16.6.221,2,0.4936,0.5,0
172.16.6.225,2,0.4986,0.5,0
172.16.6.229,3,0.4933,0.5,0
172.16.6.239,2,0.4933,0.5,0
172.16.6.24,5,0.7549,0.85,1
172.16.6.242,4,0.495,0.5,0
172.16.6.246,4,0.5,0.5,1
172.16.6.248,1,0.5,0.5,0
172.16.6.250,1,0.484,0.484,0
172.16.6.26,2,0.6,0.7,0
172.16.6.30,0,0.0,0.0,0
172.16.6.41,3,0.4942,0.5,0
172.16.6.43,2,0.5,0.5,0
172.16.6.47,1,0.4917,0.4917,0
172.16.6.48,5,0.4975,0.5,0
172.16.6.50,2,0.6,0.7,0
172.16.6.52,0,0.0,0.0,0
172.16.6.53,3,0.4948,0.5,0
172.16.6.54,4,0.5463,0.7,1
172.16.6.59,2,0.5,0.5,0
172.16.6.60,0,0.0,0.0,0
172.16.6.69,2,0.668,0.85,0
172.16.6.74,2,0.5,0.5,0
172.16.6.76,1,0.4767,0.4767,0
172.16.6.87,0,0.0,0.0,0
172.16.6.90,1,0.4794,0.4794,0
172.16.6.93,0,0.0,0.0,0
172.16.6.95,1,0.48,0.48,0
172.16.6.97,5,0.4975,0.5,0
172.16.7.110,0,0.0,0.0,0
172.16.7.114,3,0.7379,0.85,1
172.16.7.116,3,0.6106,0.85,1
172.16.7.117,0,0.0,0.0,0
172.16.7.118,4,0.5875,0.85,1
172.16.7.12,1,0.4856,0.4856,0
172.16.7.123,1,0.5,0.5,0
172.16.7.128,4,0.4954,0.5,0
172.16.7.130,0,0.0,0.0,0
172.16.7.132,2,0.4927,0.5,0
172.16.7.139,2,0.5,0.5,0
172.16.7.142,2,0.494,0.5,0
172.16.7.145,3,0.4942,0.5,0
172.16.7.149,0,0.0,0.0,0
172.16.7.161,2,0.5,0.5,0
172.16.7.165,2,0.4923,0.5,0
172.16.7.169,1,0.4621,0.4621,0
172.16.7.17,6,0.4981,0.5,0
172.16.7.170,9,0.5625,0.85,1
172.16.7.174,5,0.577,0.7,1
172.16.7.177,1,0.4831,0.4831,0
172.16.7.179,2,0.5,0.5,0
172.16.7.181,1,0.5,0.5,0
172.16.7.184,2,0.5,0.5,0
172.16.7.186,4,0.5,0.5,1
172.16.7.197,0,0.0,0.0,0
172.16.7.198,3,0.4955,0.5,0
172.16.7.201,1,0.484,0.484,0
172.16.7.207,3,0.4944,0.5,0
172.16.7.209,4,0.5,0.5,1
172.16.7.210,1,0.4925,0.4925,0
172.16.7.221,2,0.5,0.5,0
172.16.7.223,2,0.4941,0.5,0
172.16.7.226,2,0.4933,0.5,0
172.16.7.228,1,0.4925,0.4925,0
172.16.7.230,1,0.4876,0.4876,0
172.16.7.231,1,0.5,0.5,0
172.16.7.242,2,0.4895,0.4938,0
172.16.7.246,2,0.49,0.5,0
172.16.7.249,2,0.4936,0.5,0
172.16.7.254,1,0.4882,0.4882,0
172.16.7.26,0,0.0,0.0,0
172.16.7.28,10,0.5733,0.85,1
172.16.7.33,3,0.5,0.5,1
172.16.7.36,0,0.0,0.0,0
172.16.7.37,2,0.5,0.5,0
172.16.7.4,2,0.4983,0.5,0
172.16.7.42,2,0.4929,0.5,0
172.16.7.46,1,0.5,0.5,0
172.16.7.47,4,0.4984,0.5,0
172.16.7.48,4,0.5,0.5,1
172.16.7.5,5,0.4966,0.5,0
172.16.7.52,1,0.4944,0.4944,0
172.16.7.54,0,0.0,0.0,0
172.16.7.57,4,0.4984,0.5,0
172.16.7.68,2,0.5,0.5,0
172.16.7.72,1,0.5,0.5,0
172.16.7.83,1,0.5,0.5,0
172.16.7.86,2,0.4957,0.5,0
172.16.7.99,2,0.5,0.5,0
172.16.8.1,6,0.4981,0.5,0
172.16.8.101,1,0.4793,0.4793,0
172.16.8.11,2,0.4938,0.5,0
172.16.8.112,0,0.0,0.0,0
172.16.8.118,5,0.4975,0.5,0
172.16.8.119,1,0.4833,0.4833,0
172.16.8.121,4,0.4954,0.5,0
172.16.8.126,2,0.4907,0.5,0
172.16.8.131,7,0.5,0.5,1
172.16.8.132,5,0.5744,0.7,1
172.16.8.144,4,0.5875,0.85,1
172.16.8.145,3,0.4944,0.5,0
172.16.8.152,6,0.4969,0.5,0
172.16.8.155,1,0.5,0.5,0
172.16.8.158,1,0.5,0.5,0
172.16.8.159,1,0.5,0.5,0
172.16.8.178,1,0.5,0.5,0
172.16.8.189,1,0.5,0.5,0
172.16.8.192,1,0.4785,0.4785,0
172.16.8.196,2,0.675,0.85,0
172.16.8.203,4,0.4971,0.5,0
172.16.8.204,4,0.4977,0.5,0
172.16.8.205,7,0.4972,0.5,0
172.16.8.208,5,0.8429,1.0,1
172.16.8.217,1,0.5,0.5,0
172.16.8.219,1,0.5,0.5,0
172.16.8.220,1,0.6848,0.6848,0
172.16.8.230,0,0.0,0.0,0
172.16.8.232,1,0.5,0.5,0
172.16.8.240,1,0.49,0.49,0
172.16.8.242,6,0.4981,0.5,0
172.16.8.246,0,0.0,0.0,0
172.16.8.247,7,0.4972,0.5,0
172.16.8.253,1,0.4779,0.4779,0
172.16.8.32,5,0.5373,0.7,1
172.16.8.34,5,0.4951,0.5,0
172.16.8.42,1,0.4845,0.4845,0
172.16.8.43,6,0.5302,0.7,1
172.16.8.46,7,0.4972,0.5,0
172.16.8.69,1,0.48,0.48,0
172.16.8.73,1,0.5,0.5,0
172.16.8.77,3,0.6286,0.7,1
172.16.8.85,0,0.0,0.0,0
172.16.8.86,2,0.5,0.5,0
172.16.8.87,2,0.4917,0.5,0
172.16.9.1,3,0.5,0.5,1
172.16.9.10,0,0.0,0.0,0
172.16.9.104,4,0.5,0.5,1
172.16.9.106,2,0.5,0.5,0
172.16.9.11,2,0.4933,0.5,0
172.16.9.127,1,0.4788,0.4788,0
172.16.9.129,3,0.6106,0.85,1
172.16.9.133,0,0.0,0.0,0
172.16.9.138,1,0.476,0.476,0
172.16.9.152,1,0.4851,0.4851,0
172.16.9.153,1,0.85,0.85,0
172.16.9.160,5,0.4979,0.5,0
172.16.9.162,3,0.4505,0.4505,0
172.16.9.169,2,0.5,0.5,0
172.16.9.170,0,0.0,0.0,0
172.16.9.176,3,0.5,0.5,1
172.16.9.182,5,0.57,0.85,1
172.16.9.183,7,0.55,0.85,1
172.16.9.19,4,0.4962,0.5,0
172.16.9.195,3,0.5667,0.7,1
172.16.9.202,7,0.5786,0.85,1
172.16.9.206,2,0.4923,0.5,0
172.16.9.214,1,0.4789,0.4789,0
172.16.9.217,2,0.5946,0.7,0
172.16.9.22,3,0.5,0.5,1
172.16.9.225,2,0.5,0.5,0
172.16.9.227,3,0.4876,0.5,0
172.16.9.235,4,0.4962,0.5,0
172.16.9.238,3,0.5667,0.7,1
172.16.9.242,2,0.4948,0.5,0
172.16.9.245,0,0.0,0.0,0
172.16.9.249,2,0.494,0.5,0
172.16.9.253,3,0.4958,0.5,0
172.16.9.34,5,0.4951,0.5,0
172.16.9.40,1,0.5,0.5,0
172.16.9.49,2,0.4899,0.5,0
172.16.9.64,3,0.5667,0.7,1
172.16.9.75,4,0.4972,0.5,0
172.16.9.76,0,0.0,0.0,0
172.16.9.91,1,0.4906,0.4906,0
172.16.9.95,0,0.0,0.0,0
172.16.9.99,3,0.485,0.5,0
185.102.224.81,94,0.7651,0.9947,1
185.103.125.152,42,0.7881,0.916,1
185.103.40.78,49,0.8026,0.952,1
185.107.236.234,80,0.7774,0.925,1
185.107.45.182,59,0.7954,1.0,1
185.108.38.96,71,0.7852,0.9934,1
185.109.79.251,81,0.7471,0.9647,1
185.109.8.24,70,0.774,0.9769,1
185.109.91.42,78,0.7542,0.9342,1
185.110.252.98,59,0.7977,0.9636,1
185.111.13.75,115,0.7509,0.8812,1
185.111.24.84,77,0.7654,0.8872,1
185.112.102.38,63,0.7727,0.9712,1
185.112.25.137,72,0.7698,0.9537,1
185.113.179.151,98,0.7641,0.9607,1
185.114.205.173,84,0.7698,0.9947,1
185.114.48.53,105,0.7564,0.9875,1
185.114.99.96,49,0.8116,0.9889,1
185.115.132.188,91,0.7706,0.9736,1
185.115.249.74,48,0.8002,0.9924,1
185.117.155.174,94,0.7583,0.979,1
185.117.75.142,94,0.7541,0.9911,1
185.120.230.46,74,0.7849,0.9987,1
185.122.92.122,83,0.7512,0.9476,1
185.123.239.128,93,0.769,0.9986,1
185.123.253.125,83,0.7616,0.9853,1
185.123.32.60,81,0.7802,0.9887,1
185.125.149.88,93,0.764,0.9888,1
185.126.249.175,80,0.7903,0.9829,1
185.126.36.214,51,0.8015,0.9792,1
185.126.45.143,101,0.7477,0.9606,1
185.127.163.234,72,0.7734,0.9895,1
185.128.177.196,92,0.7784,0.9812,1
185.128.187.230,76,0.7573,0.9013,1
185.128.55.132,68,0.7496,0.9415,1
185.128.71.14,45,0.8081,0.9995,1
185.131.223.67,92,0.7731,0.9908,1
185.132.134.169,35,0.8276,0.9994,1
185.133.189.166,100,0.7629,0.9364,1
185.133.190.107,82,0.7796,0.9982,1
185.133.87.177,95,0.7643,0.9284,1
185.134.139.250,108,0.7591,0.955,1
185.134.224.144,86,0.7492,0.9517,1
185.135.125.129,109,0.7596,0.9988,1
185.136.245.43,102,0.7686,0.9794,1
185.137.23.21,53,0.7816,0.9603,1
185.137.235.20,90,0.7625,0.9948,1
185.137.238.82,41,0.8031,0.9952,1
185.137.78.146,97,0.769,0.9236,1
185.138.182.146,63,0.7848,0.9693,1
185.138.225.178,48,0.799,0.9978,1
185.140.182.137,66,0.7755,0.8985,1
185.141.254.223,88,0.7652,0.9826,1
185.141.89.108,106,0.7357,0.9788,1
185.145.11.211,42,0.8002,0.8899,1
185.145.233.177,98,0.7624,0.9969,1
185.145.82.155,81,0.7708,0.9882,1
185.146.249.18,104,0.762,0.9733,1
185.146.30.99,75,0.7731,0.9626,1
185.147.60.161,83,0.775,0.9806,1
185.147.72.196,66,0.7815,0.9792,1
185.149.146.18,44,0.8131,0.9987,1
185.149.85.166,49,0.8057,0.999,1
185.150.72.38,51,0.7982,0.9816,1
185.151.101.50,77,0.784,0.9623,1
185.152.73.96,73,0.7676,0.9885,1
185.153.166.86,39,0.7988,0.999,1
185.153.35.127,93,0.7509,0.9841,1
185.154.213.32,65,0.7602,0.9602,1
185.154.253.86,55,0.7655,0.8942,1
185.158.239.34,93,0.7546,0.9885,1
185.161.105.75,51,0.7802,0.9301,1
185.161.180.194,57,0.7905,0.9881,1
185.161.30.79,63,0.7992,0.9775,1
185.163.158.177,113,0.7567,0.9761,1
185.163.182.9,70,0.7806,0.9841,1
185.163.190.119,107,0.7523,0.972,1
185.164.187.233,56,0.782,0.9256,1
185.167.5.217,83,0.7447,0.9344,1
185.168.124.145,65,0.7977,0.991,1
185.168.91.211,41,0.7942,0.9656,1
185.169.78.127,58,0.7494,0.9373,1
185.170.154.23,98,0.7529,0.9689,1
185.171.16.121,51,0.8027,0.9948,1
185.171.194.97,93,0.7668,0.9689,1
185.171.70.194,39,0.7488,0.9385,1
185.172.134.196,54,0.7741,0.9394,1
185.172.217.254,80,0.7853,0.9949,1
185.173.191.93,56,0.789,0.9399,1
185.174.131.242,65,0.7961,0.9891,1
185.174.53.151,57,0.8068,0.9915,1
185.178.237.42,46,0.7487,0.9333,1
185.180.176.122,68,0.7892,0.991,1
185.180.6.76,84,0.7699,0.979,1
185.183.235.70,60,0.7922,0.9269,1
185.185.63.8,99,0.7451,0.9891,1
185.187.166.202,74,0.7751,0.9796,1
185.190.155.244,116,0.7656,0.971,1
185.190.179.136,100,0.7675,0.9602,1
185.190.204.40,39,0.8128,0.9653,1
185.190.3.194,49,0.7783,0.9771,1
185.190.38.205,111,0.7626,0.9792,1
185.190.82.251,86,0.7825,0.9995,1
185.191.246.23,86,0.7764,0.999,1
185.192.27.102,51,0.7841,0.9789,1
185.193.212.137,90,0.7646,0.9911,1
185.193.22.31,70,0.7566,0.9699,1
185.193.95.46,99,0.7613,1.0,1
185.195.179.177,41,0.8271,0.9903,1
185.197.152.251,74,0.7436,0.9626,1
185.197.208.251,46,0.8099,0.9856,1
185.197.210.31,90,0.7711,0.999,1
185.20.40.68,63,0.7917,0.9349,1
185.200.76.122,68,0.7682,0.9349,1
185.202.138.74,44,0.8122,0.9816,1
185.202.197.149,84,0.761,0.9017,1
185.203.219.110,110,0.7677,0.9862,1
185.205.26.237,36,0.8071,0.9817,1
185.206.157.62,91,0.7861,0.995,1
185.208.14.213,95,0.7743,0.972,1
185.208.80.176,101,0.7603,0.9717,1
185.209.140.250,60,0.7867,0.9924,1
185.212.43.140,83,0.7823,0.9931,1
185.213.111.11,72,0.7774,0.9618,1
185.213.138.2,89,0.7717,0.9899,1
185.213.235.36,53,0.7834,0.9383,1
185.213.252.147,76,0.7921,0.9909,1
185.214.253.81,78,0.7672,0.9712,1
185.215.25.154,48,0.7997,0.9978,1
185.215.4.136,51,0.8056,0.9533,1
185.215.93.181,85,0.7677,0.979,1
185.216.117.28,90,0.7676,0.9852,1
185.216.161.47,53,0.7685,0.9636,1
185.216.38.243,33,0.7865,0.9273,1
185.216.72.51,60,0.7826,0.9843,1
185.217.217.13,43,0.8069,0.95,1
185.219.125.106,59,0.8062,0.9993,1
185.220.29.20,79,0.7776,0.999,1
185.222.206.165,101,0.7606,0.8955,1
185.223.169.132,71,0.7841,0.9862,1
185.224.78.70,93,0.7636,0.983,1
185.225.114.74,88,0.7548,0.9686,1
185.225.30.107,35,0.817,0.994,1
185.225.60.214,48,0.7814,0.9577,1
185.228.31.57,75,0.7949,0.9967,1
185.23.173.126,64,0.7735,0.9657,1
185.23.73.89,79,0.785,0.995,1
185.231.217.176,50,0.8053,0.9956,1
185.231.78.214,41,0.7995,0.9793,1
185.232.244.135,86,0.7732,0.9817,1
185.232.49.204,64,0.7806,0.9769,1
185.233.163.121,87,0.7761,0.9914,1
185.234.109.186,72,0.7993,0.9859,1
185.234.182.178,110,0.7558,0.9604,1
185.235.114.58,53,0.7857,0.9978,1
185.235.141.114,91,0.7742,0.9934,1
185.235.206.122,71,0.7563,0.9537,1
185.235.57.115,74,0.7629,0.9462,1
185.236.137.183,48,0.7764,0.9642,1
185.237.115.174,73,0.7828,0.994,1
185.237.182.122,97,0.7812,0.9915,1
185.238.110.49,113,0.7557,0.8957,1
185.238.129.200,100,0.7586,0.9756,1
185.239.18.230,75,0.7963,0.9733,1
185.24.123.90,80,0.7816,0.9994,1
185.24.199.124,97,0.7682,0.9852,1
185.25.22.138,55,0.7919,0.9878,1
185.25.75.49,87,0.7673,0.9931,1
185.26.103.159,88,0.7773,0.9958,1
185.26.249.46,56,0.776,0.9017,1
185.30.22.84,75,0.7874,0.9899,1
185.30.36.174,94,0.7423,0.9272,1
185.30.82.148,49,0.8123,0.9997,1
185.31.17.78,105,0.7634,0.9837,1
185.33.70.93,78,0.7633,0.9986,1
185.34.156.165,46,0.8026,0.9869,1
185.34.233.171,60,0.8005,0.9805,1
185.34.38.82,72,0.7846,0.9939,1
185.36.239.246,66,0.7844,0.939,1
185.36.49.229,82,0.7701,0.9733,1
185.36.6.224,68,0.7619,0.9552,1
185.36.96.89,62,0.7755,0.9843,1
185.37.128.174,82,0.7681,0.9688,1
185.39.132.50,53,0.8206,0.9948,1
185.39.28.43,71,0.7899,0.9957,1
185.42.2.105,97,0.7565,0.9712,1
185.42.56.187,68,0.7766,0.9952,1
185.44.201.32,83,0.7782,0.9977,1
185.45.210.149,91,0.7739,0.955,1
185.46.190.237,33,0.792,0.9258,1
185.47.47.214,87,0.7649,0.9819,1
185.48.188.123,45,0.7791,0.9594,1
185.49.210.34,98,0.7681,0.9977,1
185.50.196.71,39,0.8091,0.9856,1
185.50.233.65,63,0.7395,0.9094,1
185.51.120.29,105,0.755,0.9653,1
185.51.168.171,100,0.753,0.9248,1
185.51.236.7,93,0.7526,0.8902,1
185.51.65.126,69,0.7826,0.939,1
185.52.113.67,53,0.8018,0.9769,1
185.52.220.178,84,0.7637,0.9652,1
185.53.230.203,84,0.7551,0.9554,1
185.53.252.21,49,0.8003,0.9978,1
185.54.8.26,53,0.8013,0.9997,1
185.54.92.42,90,0.78,0.9988,1
185.55.210.114,49,0.8144,0.9909,1
185.56.102.103,103,0.76,0.9835,1
185.56.177.59,94,0.7613,0.9666,1
185.56.4.36,80,0.7607,0.9643,1
185.56.54.78,79,0.7796,0.9908,1
185.57.128.39,47,0.8007,0.9982,1
185.57.217.192,86,0.7556,0.9549,1
185.57.91.73,99,0.773,0.9967,1
185.59.129.57,91,0.7523,0.9771,1
185.59.2.249,67,0.8027,0.9739,1
185.61.137.78,55,0.8059,0.9957,1
185.61.207.187,89,0.7717,0.9595,1
185.61.27.56,59,0.7738,0.8989,1
185.61.61.30,72,0.7706,0.9943,1
185.63.17.94,87,0.7596,0.9428,1
185.66.250.45,63,0.7884,0.9948,1
185.67.113.173,79,0.7796,0.9835,1
185.69.150.135,73,0.7946,0.966,1
185.70.28.9,73,0.7825,0.9609,1
185.70.87.52,46,0.8134,0.9939,1
185.71.48.172,65,0.777,0.9707,1
185.71.48.214,100,0.7574,0.9719,1
185.72.134.244,90,0.7826,0.9993,1
185.74.236.130,101,0.7481,0.9416,1
185.75.184.50,101,0.7617,0.9853,1
185.76.201.240,79,0.7723,0.9399,1
185.77.7.203,100,0.7676,0.9794,1
185.78.105.29,97,0.761,0.9652,1
185.86.42.149,114,0.7594,0.9739,1
185.86.59.124,100,0.7606,0.9722,1
185.90.29.179,87,0.7556,0.9826,1
185.91.243.149,60,0.7701,0.9693,1
185.92.117.154,38,0.8043,0.9352,1
185.92.44.231,67,0.7786,0.9657,1
185.93.107.46,83,0.7614,0.9856,1
185.93.143.185,65,0.7837,0.9788,1
185.93.246.245,74,0.7517,0.9317,1
185.94.116.159,109,0.7671,0.9969,1
185.94.136.164,80,0.77,0.9792,1
185.94.249.242,86,0.7589,0.9888,1
185.96.245.164,108,0.7554,0.9834,1
185.97.8.191,49,0.7978,0.9812,1
185.98.33.54,79,0.7729,0.9958,1
185.98.44.203,92,0.775,0.952,1
185.99.177.93,96,0.7378,0.9453,1
192.168.1.102,4,0.4799,0.4799,0
192.168.1.111,0,0.0,0.0,0
192.168.1.117,6,0.4809,0.4809,0
192.168.1.133,1,0.4868,0.4868,0
192.168.1.149,3,0.4877,0.4877,0
192.168.1.151,1,0.499,0.499,0
192.168.1.156,4,0.4907,0.4907,0
192.168.1.163,0,0.0,0.0,0
192.168.1.19,1,0.4877,0.4877,0
192.168.1.196,0,0.0,0.0,0
192.168.1.205,0,0.0,0.0,0
192.168.1.208,1,0.4627,0.4627,0
192.168.1.212,2,0.5832,0.6818,0
192.168.1.241,1,0.4944,0.4944,0
192.168.1.26,4,0.5328,0.6818,1
192.168.1.37,0,0.0,0.0,0
192.168.1.65,5,0.563,0.6802,1
192.168.1.93,3,0.4869,0.4869,0
192.168.1.97,0,0.0,0.0,0
192.168.10.12,1,0.4829,0.4829,0
192.168.10.138,2,0.6586,0.8281,0
192.168.10.170,0,0.0,0.0,0
192.168.10.214,1,0.4857,0.4857,0
192.168.10.219,0,0.0,0.0,0
192.168.10.226,0,0.0,0.0,0
192.168.10.45,0,0.0,0.0,0
192.168.10.50,2,0.4872,0.4872,0
192.168.10.62,0,0.0,0.0,0
192.168.10.63,1,0.4921,0.4921,0
192.168.10.67,1,0.4851,0.4851,0
192.168.10.83,1,0.4833,0.4833,0
192.168.10.94,0,0.0,0.0,0
192.168.11.1,0,0.0,0.0,0
192.168.11.12,1,0.4598,0.4598,0
192.168.11.120,2,0.4891,0.4891,0
192.168.11.129,2,0.488,0.488,0
192.168.11.14,0,0.0,0.0,0
192.168.11.148,0,0.0,0.0,0
192.168.11.18,5,0.4833,0.4833,0
192.168.11.185,0,0.0,0.0,0
192.168.11.186,0,0.0,0.0,0
192.168.11.192,1,0.4856,0.4856,0
192.168.11.228,1,0.4855,0.4855,0
192.168.11.234,0,0.0,0.0,0
192.168.11.240,1,0.4873,0.4873,0
192.168.11.50,2,0.488,0.488,0
192.168.11.70,1,0.4915,0.4915,0
192.168.11.8,1,0.4764,0.4764,0
