node_id,node_type,label,risk_score,classification,ip_count,total_events,targets_count,primary_ua,primary_endpoint,attempts,failure_ratio,country,user_agent
185.213.138.2,ip,185.213.138.2,,,,,,,,9.0,1.0,BR,HeadlessChrome-121
185.213.235.36,ip,185.213.235.36,,,,,,,,5.0,1.0,UA,HeadlessChrome-121
185.213.252.147,ip,185.213.252.147,,,,,,,,7.0,1.0,RO,HeadlessChrome-121
185.214.253.81,ip,185.214.253.81,,,,,,,,8.0,1.0,DE,HeadlessChrome-121
185.215.25.154,ip,185.215.25.154,,,,,,,,5.0,1.0,ID,HeadlessChrome-121
185.215.4.136,ip,185.215.4.136,,,,,,,,5.0,1.0,IN,HeadlessChrome-121
185.215.93.181,ip,185.215.93.181,,,,,,,,10.0,1.0,BR,HeadlessChrome-121
185.216.117.28,ip,185.216.117.28,,,,,,,,9.0,1.0,VN,HeadlessChrome-121
185.216.161.47,ip,185.216.161.47,,,,,,,,6.0,0.8333,ID,HeadlessChrome-121
185.216.38.243,ip,185.216.38.243,,,,,,,,4.0,0.75,RU,HeadlessChrome-121
185.216.72.51,ip,185.216.72.51,,,,,,,,5.0,0.8,CN,HeadlessChrome-121
185.217.217.13,ip,185.217.217.13,,,,,,,,4.0,1.0,NG,HeadlessChrome-121
185.219.125.106,ip,185.219.125.106,,,,,,,,4.0,1.0,DE,HeadlessChrome-121
185.220.29.20,ip,185.220.29.20,,,,,,,,7.0,1.0,NG,HeadlessChrome-121
185.222.206.165,ip,185.222.206.165,,,,,,,,9.0,1.0,RO,HeadlessChrome-121
185.223.169.132,ip,185.223.169.132,,,,,,,,6.0,1.0,UA,HeadlessChrome-121
185.224.78.70,ip,185.224.78.70,,,,,,,,9.0,1.0,RO,HeadlessChrome-121
185.225.114.74,ip,185.225.114.74,,,,,,,,9.0,0.8889,UA,HeadlessChrome-121
185.225.30.107,ip,185.225.30.107,,,,,,,,4.0,1.0,ID,HeadlessChrome-121
185.225.60.214,ip,185.225.60.214,,,,,,,,4.0,0.75,RO,HeadlessChrome-121
185.228.31.57,ip,185.228.31.57,,,,,,,,6.0,1.0,BR,HeadlessChrome-121
185.23.173.126,ip,185.23.173.126,,,,,,,,6.0,0.8333,BR,HeadlessChrome-121
185.23.73.89,ip,185.23.73.89,,,,,,,,7.0,1.0,BR,HeadlessChrome-121
185.231.217.176,ip,185.231.217.176,,,,,,,,4.0,1.0,IN,HeadlessChrome-121
185.231.78.214,ip,185.231.78.214,,,,,,,,4.0,1.0,IN,HeadlessChrome-121
185.232.244.135,ip,185.232.244.135,,,,,,,,8.0,1.0,RU,HeadlessChrome-121
185.232.49.204,ip,185.232.49.204,,,,,,,,7.0,0.8571,IN,HeadlessChrome-121
185.233.163.121,ip,185.233.163.121,,,,,,,,8.0,1.0,UA,HeadlessChrome-121
185.234.109.186,ip,185.234.109.186,,,,,,,,6.0,1.0,BR,HeadlessChrome-121
185.234.182.178,ip,185.234.182.178,,,,,,,,10.0,0.9,IN,HeadlessChrome-121
185.235.114.58,ip,185.235.114.58,,,,,,,,6.0,1.0,RU,HeadlessChrome-121
185.235.141.114,ip,185.235.141.114,,,,,,,,8.0,1.0,BR,HeadlessChrome-121
185.235.206.122,ip,185.235.206.122,,,,,,,,7.0,0.8571,VN,HeadlessChrome-121
185.235.57.115,ip,185.235.57.115,,,,,,,,7.0,0.8571,NG,HeadlessChrome-121
185.236.137.183,ip,185.236.137.183,,,,,,,,5.0,1.0,ID,HeadlessChrome-121
185.237.115.174,ip,185.237.115.174,,,,,,,,7.0,1.0,BR,HeadlessChrome-121
185.237.182.122,ip,185.237.182.122,,,,,,,,9.0,1.0,US,HeadlessChrome-121
185.238.110.49,ip,185.238.110.49,,,,,,,,10.0,1.0,DE,HeadlessChrome-121
185.238.129.200,ip,185.238.129.200,,,,,,,,9.0,0.8889,RU,HeadlessChrome-121
185.239.18.230,ip,185.239.18.230,,,,,,,,6.0,1.0,VN,HeadlessChrome-121
185.24.123.90,ip,185.24.123.90,,,,,,,,8.0,1.0,RO,HeadlessChrome-121
185.24.199.124,ip,185.24.199.124,,,,,,,,9.0,1.0,NG,HeadlessChrome-121
185.25.22.138,ip,185.25.22.138,,,,,,,,5.0,1.0,RU,HeadlessChrome-121
185.25.75.49,ip,185.25.75.49,,,,,,,,9.0,1.0,VN,HeadlessChrome-121
185.26.103.159,ip,185.26.103.159,,,,,,,,8.0,1.0,DE,HeadlessChrome-121
185.26.249.46,ip,185.26.249.46,,,,,,,,6.0,1.0,DE,HeadlessChrome-121
185.30.22.84,ip,185.30.22.84,,,,,,,,6.0,1.0,ID,HeadlessChrome-121
185.30.36.174,ip,185.30.36.174,,,,,,,,9.0,0.7778,UA,HeadlessChrome-121
185.30.82.148,ip,185.30.82.148,,,,,,,,4.0,1.0,NG,HeadlessChrome-121
185.31.17.78,ip,185.31.17.78,,,,,,,,10.0,0.9,CN,HeadlessChrome-121
185.33.70.93,ip,185.33.70.93,,,,,,,,8.0,1.0,NG,HeadlessChrome-121
185.34.156.165,ip,185.34.156.165,,,,,,,,5.0,1.0,RO,HeadlessChrome-121
185.34.233.171,ip,185.34.233.171,,,,,,,,6.0,1.0,CN,HeadlessChrome-121
185.34.38.82,ip,185.34.38.82,,,,,,,,6.0,1.0,RO,HeadlessChrome-121
185.36.239.246,ip,185.36.239.246,,,,,,,,7.0,1.0,UA,HeadlessChrome-121
185.36.49.229,ip,185.36.49.229,,,,,,,,9.0,1.0,RU,HeadlessChrome-121
185.36.6.224,ip,185.36.6.224,,,,,,,,8.0,1.0,BR,HeadlessChrome-121
185.36.96.89,ip,185.36.96.89,,,,,,,,5.0,0.8,VN,HeadlessChrome-121
185.37.128.174,ip,185.37.128.174,,,,,,,,8.0,1.0,US,HeadlessChrome-121
185.39.132.50,ip,185.39.132.50,,,,,,,,4.0,1.0,VN,HeadlessChrome-121
185.39.28.43,ip,185.39.28.43,,,,,,,,6.0,1.0,IN,HeadlessChrome-121
185.42.2.105,ip,185.42.2.105,,,,,,,,10.0,0.9,UA,HeadlessChrome-121
185.42.56.187,ip,185.42.56.187,,,,,,,,7.0,1.0,DE,HeadlessChrome-121
185.44.201.32,ip,185.44.201.32,,,,,,,,8.0,1.0,VN,HeadlessChrome-121
185.45.210.149,ip,185.45.210.149,,,,,,,,8.0,1.0,UA,HeadlessChrome-121
185.46.190.237,ip,185.46.190.237,,,,,,,,4.0,1.0,UA,HeadlessChrome-121
185.47.47.214,ip,185.47.47.214,,,,,,,,9.0,0.8889,NG,HeadlessChrome-121
185.48.188.123,ip,185.48.188.123,,,,,,,,4.0,0.75,IN,HeadlessChrome-121
185.49.210.34,ip,185.49.210.34,,,,,,,,10.0,1.0,DE,HeadlessChrome-121
185.50.196.71,ip,185.50.196.71,,,,,,,,4.0,1.0,ID,HeadlessChrome-121
185.50.233.65,ip,185.50.233.65,,,,,,,,6.0,0.8333,UA,HeadlessChrome-121
185.51.120.29,ip,185.51.120.29,,,,,,,,10.0,0.9,CN,HeadlessChrome-121
185.51.168.171,ip,185.51.168.171,,,,,,,,10.0,1.0,RU,HeadlessChrome-121
185.51.236.7,ip,185.51.236.7,,,,,,,,9.0,0.8889,VN,HeadlessChrome-121
185.51.65.126,ip,185.51.65.126,,,,,,,,7.0,1.0,UA,HeadlessChrome-121
185.52.113.67,ip,185.52.113.67,,,,,,,,5.0,1.0,RO,HeadlessChrome-121
185.52.220.178,ip,185.52.220.178,,,,,,,,9.0,1.0,UA,HeadlessChrome-121
185.53.230.203,ip,185.53.230.203,,,,,,,,10.0,1.0,UA,HeadlessChrome-121
185.53.252.21,ip,185.53.252.21,,,,,,,,5.0,1.0,BR,HeadlessChrome-121
185.54.8.26,ip,185.54.8.26,,,,,,,,5.0,1.0,ID,HeadlessChrome-121
185.54.92.42,ip,185.54.92.42,,,,,,,,8.0,1.0,BR,HeadlessChrome-121
185.55.210.114,ip,185.55.210.114,,,,,,,,4.0,1.0,RO,HeadlessChrome-121
185.56.102.103,ip,185.56.102.103,,,,,,,,10.0,1.0,UA,HeadlessChrome-121
185.56.177.59,ip,185.56.177.59,,,,,,,,10.0,0.9,US,HeadlessChrome-121
185.56.4.36,ip,185.56.4.36,,,,,,,,9.0,1.0,UA,HeadlessChrome-121
185.56.54.78,ip,185.56.54.78,,,,,,,,8.0,1.0,ID,HeadlessChrome-121
185.57.128.39,ip,185.57.128.39,,,,,,,,4.0,1.0,BR,HeadlessChrome-121
185.57.217.192,ip,185.57.217.192,,,,,,,,8.0,1.0,ID,HeadlessChrome-121
185.57.91.73,ip,185.57.91.73,,,,,,,,9.0,1.0,IN,HeadlessChrome-121
185.59.129.57,ip,185.59.129.57,,,,,,,,8.0,0.875,IN,HeadlessChrome-121
185.59.2.249,ip,185.59.2.249,,,,,,,,6.0,1.0,VN,HeadlessChrome-121
185.61.137.78,ip,185.61.137.78,,,,,,,,5.0,1.0,ID,HeadlessChrome-121
185.61.207.187,ip,185.61.207.187,,,,,,,,9.0,1.0,BR,HeadlessChrome-121
185.61.27.56,ip,185.61.27.56,,,,,,,,6.0,1.0,ID,HeadlessChrome-121
185.61.61.30,ip,185.61.61.30,,,,,,,,8.0,1.0,IN,HeadlessChrome-121
185.63.17.94,ip,185.63.17.94,,,,,,,,9.0,1.0,RU,HeadlessChrome-121
185.66.250.45,ip,185.66.250.45,,,,,,,,6.0,1.0,ID,HeadlessChrome-121
185.67.113.173,ip,185.67.113.173,,,,,,,,7.0,1.0,NG,HeadlessChrome-121
185.69.150.135,ip,185.69.150.135,,,,,,,,6.0,1.0,DE,HeadlessChrome-121
185.70.28.9,ip,185.70.28.9,,,,,,,,6.0,0.8333,ID,HeadlessChrome-121
185.70.87.52,ip,185.70.87.52,,,,,,,,4.0,1.0,IN,HeadlessChrome-121
185.71.48.172,ip,185.71.48.172,,,,,,,,6.0,1.0,IN,HeadlessChrome-121
185.71.48.214,ip,185.71.48.214,,,,,,,,10.0,0.9,NG,HeadlessChrome-121
185.72.134.244,ip,185.72.134.244,,,,,,,,8.0,1.0,UA,HeadlessChrome-121
185.74.236.130,ip,185.74.236.130,,,,,,,,10.0,0.9,VN,HeadlessChrome-121
185.75.184.50,ip,185.75.184.50,,,,,,,,10.0,1.0,US,HeadlessChrome-121
185.76.201.240,ip,185.76.201.240,,,,,,,,8.0,1.0,CN,HeadlessChrome-121
185.77.7.203,ip,185.77.7.203,,,,,,,,8.0,0.875,RU,HeadlessChrome-121
185.78.105.29,ip,185.78.105.29,,,,,,,,10.0,0.9,UA,HeadlessChrome-121
185.86.42.149,ip,185.86.42.149,,,,,,,,10.0,0.9,UA,HeadlessChrome-121
185.86.59.124,ip,185.86.59.124,,,,,,,,9.0,1.0,ID,HeadlessChrome-121
185.90.29.179,ip,185.90.29.179,,,,,,,,9.0,0.8889,UA,HeadlessChrome-121
185.91.243.149,ip,185.91.243.149,,,,,,,,6.0,1.0,BR,HeadlessChrome-121
185.92.117.154,ip,185.92.117.154,,,,,,,,4.0,1.0,ID,HeadlessChrome-121
185.92.44.231,ip,185.92.44.231,,,,,,,,6.0,1.0,UA,HeadlessChrome-121
185.93.107.46,ip,185.93.107.46,,,,,,,,8.0,1.0,NG,HeadlessChrome-121
185.93.143.185,ip,185.93.143.185,,,,,,,,6.0,0.8333,RO,HeadlessChrome-121
185.93.246.245,ip,185.93.246.245,,,,,,,,8.0,0.875,BR,HeadlessChrome-121
185.94.116.159,ip,185.94.116.159,,,,,,,,10.0,1.0,CN,HeadlessChrome-121
185.94.136.164,ip,185.94.136.164,,,,,,,,8.0,1.0,DE,HeadlessChrome-121
185.94.249.242,ip,185.94.249.242,,,,,,,,9.0,0.8889,NG,HeadlessChrome-121
185.96.245.164,ip,185.96.245.164,,,,,,,,10.0,0.9,BR,HeadlessChrome-121
185.97.8.191,ip,185.97.8.191,,,,,,,,4.0,1.0,DE,HeadlessChrome-121
185.98.33.54,ip,185.98.33.54,,,,,,,,9.0,1.0,ID,HeadlessChrome-121
185.98.44.203,ip,185.98.44.203,,,,,,,,9.0,1.0,ID,HeadlessChrome-121
185.99.177.93,ip,185.99.177.93,,,,,,,,10.0,0.9,VN,HeadlessChrome-121
