ip_1,ip_2,shared_targets_count,jaccard_overlap,timing_similarity,ua_similarity,endpoint_similarity,failure_similarity,composite_score
103.170.118.229,103.85.62.166,1,0.0417,0.9866,1.0,1.0,0.9295,0.7097
103.156.187.65,103.194.81.101,1,0.0526,0.9741,1.0,1.0,0.8182,0.7097
103.10.186.9,103.130.117.132,1,0.05,0.9187,1.0,1.0,0.9231,0.7097
103.168.11.94,103.170.137.216,1,0.0526,0.8378,1.0,1.0,1.0,0.7097
103.188.34.196,103.229.66.4,1,0.04,0.9483,1.0,1.0,1.0,0.7097
103.146.248.214,103.214.76.75,1,0.037,0.9742,1.0,1.0,1.0,0.7097
103.166.241.191,103.54.122.36,1,0.0385,0.9621,1.0,1.0,1.0,0.7097
103.182.73.157,103.52.54.148,1,0.0435,0.9862,1.0,1.0,0.9091,0.7097
103.113.210.183,103.218.254.8,1,0.04,0.9485,1.0,1.0,1.0,0.7097
103.190.202.10,103.192.230.52,1,0.0435,0.9863,1.0,1.0,0.9091,0.7097
103.70.50.31,103.86.85.236,1,0.0476,0.914,1.0,1.0,0.9573,0.7097
103.108.94.120,103.24.87.202,1,0.0455,0.9006,1.0,1.0,1.0,0.7097
103.192.230.52,103.94.135.106,1,0.0435,0.9652,1.0,1.0,0.9371,0.7097
103.194.81.101,103.248.109.160,1,0.0588,0.9202,1.0,1.0,0.8182,0.7097
103.112.122.78,103.40.55.207,1,0.0417,0.934,1.0,1.0,1.0,0.7097
103.82.107.178,103.91.215.226,1,0.0385,0.9662,1.0,1.0,0.9945,0.7097
103.102.247.116,103.214.124.232,1,0.0417,0.9874,1.0,1.0,0.9286,0.7097
103.43.97.169,103.56.81.141,1,0.0435,0.9718,1.0,1.0,0.9286,0.7097
103.79.134.116,103.93.217.96,1,0.04,0.9484,1.0,1.0,1.0,0.7097
103.172.139.205,103.208.11.156,1,0.0476,0.8945,1.0,1.0,0.9833,0.7097
185.134.224.144,185.56.102.103,1,0.0588,0.9714,1.0,1.0,0.75,0.7097
103.187.188.105,103.88.86.126,1,0.0625,0.8767,1.0,1.0,0.8333,0.7097
103.100.238.34,103.44.124.144,1,0.0455,0.976,1.0,1.0,0.9,0.7097
103.18.251.10,103.233.64.64,1,0.0588,0.8589,1.0,1.0,0.9,0.7097
185.77.7.203,185.99.177.93,1,0.0588,0.8023,1.0,1.0,0.975,0.7097
103.231.138.230,103.235.86.189,1,0.05,0.8609,1.0,1.0,1.0,0.7097
103.130.188.197,103.180.110.227,1,0.05,0.9236,1.0,1.0,0.9167,0.7097
103.146.200.3,103.214.124.232,1,0.0417,0.9341,1.0,1.0,1.0,0.7097
103.182.73.157,103.218.68.46,1,0.04,0.9486,1.0,1.0,1.0,0.7097
103.123.130.7,103.149.148.94,1,0.0455,0.9543,1.0,1.0,0.9286,0.7097
103.217.189.160,103.40.55.207,1,0.04,0.9484,1.0,1.0,1.0,0.7097
103.143.197.169,103.153.211.251,1,0.0476,0.8817,1.0,1.0,1.0,0.7097
103.43.53.186,103.56.205.136,1,0.0417,0.9387,1.0,1.0,0.9936,0.7097
103.137.127.207,103.80.37.194,1,0.0476,0.9222,1.0,1.0,0.9464,0.7097
103.144.182.99,103.166.117.46,1,0.05,0.9444,1.0,1.0,0.8889,0.7097
103.218.254.8,103.70.56.151,1,0.0455,0.901,1.0,1.0,1.0,0.7097
103.161.149.84,103.213.42.184,1,0.0385,0.9618,1.0,1.0,1.0,0.7097
103.124.98.174,103.202.237.137,1,0.05,0.9233,1.0,1.0,0.9167,0.7097
103.125.7.46,103.126.157.44,1,0.0526,0.9319,1.0,1.0,0.875,0.7097
103.105.48.219,103.153.181.18,1,0.0435,0.9183,1.0,1.0,1.0,0.7097
103.50.97.141,103.59.29.204,1,0.05,0.8972,1.0,1.0,0.9519,0.7097
103.138.217.155,103.237.195.117,1,0.0435,0.9182,1.0,1.0,1.0,0.7097
103.203.210.30,103.230.161.19,1,0.0476,0.9394,1.0,1.0,0.9231,0.7097
103.101.29.221,103.23.177.133,1,0.0455,0.9006,1.0,1.0,1.0,0.7097
103.127.144.238,103.45.228.149,1,0.0435,0.9183,1.0,1.0,1.0,0.7097
103.208.212.74,103.62.36.252,1,0.0417,0.9339,1.0,1.0,1.0,0.7097
103.246.153.192,103.80.199.16,1,0.0476,0.9356,1.0,1.0,0.9286,0.7097
103.44.29.219,103.56.205.136,1,0.0435,0.9803,1.0,1.0,0.9167,0.7097
103.155.202.88,103.26.203.139,1,0.0526,0.8917,1.0,1.0,0.9286,0.7097
103.128.198.36,103.165.226.127,1,0.05,0.8605,1.0,1.0,1.0,0.7096
103.134.222.153,103.14.75.223,1,0.0435,0.9924,1.0,1.0,0.9,0.7096
103.137.217.188,103.26.203.139,1,0.0435,0.9389,1.0,1.0,0.9714,0.7096
103.149.148.94,103.217.205.179,1,0.0526,0.8912,1.0,1.0,0.9286,0.7096
103.123.239.91,103.241.194.163,1,0.0435,0.971,1.0,1.0,0.9286,0.7096
103.171.122.149,103.92.156.62,1,0.0417,0.9909,1.0,1.0,0.9231,0.7096
103.168.70.14,103.21.86.90,1,0.0476,0.8812,1.0,1.0,1.0,0.7096
103.234.100.228,103.69.98.175,1,0.04,0.9482,1.0,1.0,1.0,0.7096
103.149.178.61,103.243.147.230,1,0.0435,0.9176,1.0,1.0,1.0,0.7096
103.154.67.16,103.162.169.229,1,0.0526,0.8376,1.0,1.0,1.0,0.7096
103.220.242.177,103.48.176.217,1,0.05,0.9857,1.0,1.0,0.8333,0.7096
103.223.56.244,103.24.87.202,1,0.0435,0.9928,1.0,1.0,0.9,0.7096
103.135.221.56,103.60.129.248,1,0.0526,0.9125,1.0,1.0,0.9,0.7096
103.166.158.69,103.43.97.169,1,0.0556,0.9785,1.0,1.0,0.7778,0.7096
103.13.45.162,103.24.236.198,1,0.0476,0.8812,1.0,1.0,1.0,0.7096
103.166.158.69,103.220.26.116,1,0.0588,0.9499,1.0,1.0,0.7778,0.7096
103.210.251.112,103.218.68.46,1,0.0435,0.9174,1.0,1.0,1.0,0.7096
103.181.5.97,103.93.217.96,1,0.0435,0.9174,1.0,1.0,1.0,0.7096
103.193.128.157,103.69.243.58,1,0.05,0.9541,1.0,1.0,0.875,0.7096
103.193.128.157,103.26.203.139,1,0.0476,0.9213,1.0,1.0,0.9464,0.7096
103.206.110.178,103.35.203.217,1,0.05,0.918,1.0,1.0,0.9231,0.7096
103.188.140.35,103.208.115.5,1,0.0588,0.8458,1.0,1.0,0.9166,0.7096
103.200.80.6,103.66.40.13,1,0.0417,0.938,1.0,1.0,0.9936,0.7096
103.238.87.139,103.25.67.245,1,0.0455,0.9629,1.0,1.0,0.9167,0.7096
103.108.229.177,103.14.75.223,1,0.0455,0.9751,1.0,1.0,0.9,0.7096
103.31.33.130,103.52.54.148,1,0.0476,0.9497,1.0,1.0,0.9091,0.7096
103.232.38.46,103.72.121.162,1,0.0417,0.9336,1.0,1.0,1.0,0.7096
103.198.241.193,103.226.111.157,1,0.0526,0.8949,1.0,1.0,0.9231,0.7096
103.143.197.169,103.182.13.28,1,0.0455,0.9625,1.0,1.0,0.9167,0.7096
103.168.238.38,103.23.177.133,1,0.0385,0.9615,1.0,1.0,1.0,0.7096
103.102.247.116,103.214.10.166,1,0.0385,0.9654,1.0,1.0,0.9945,0.7096
103.17.214.45,103.192.195.172,1,0.0417,0.9957,1.0,1.0,0.9167,0.7096
103.162.119.84,103.54.233.152,1,0.05,0.8607,1.0,1.0,1.0,0.7096
103.207.50.134,103.249.211.229,1,0.0588,0.8906,1.0,1.0,0.8571,0.7096
103.182.13.28,103.48.41.71,1,0.0588,0.9707,1.0,1.0,0.75,0.7096
103.26.203.139,103.85.110.193,1,0.05,0.9141,1.0,1.0,0.9286,0.7096
103.186.180.115,103.21.86.90,1,0.05,0.8606,1.0,1.0,1.0,0.7096
103.210.10.200,103.63.112.65,1,0.0556,0.9058,1.0,1.0,0.875,0.7096
103.130.183.167,103.159.232.170,1,0.0435,0.9498,1.0,1.0,0.9571,0.7096
103.182.73.157,103.186.210.200,1,0.0455,0.9755,1.0,1.0,0.9,0.7096
103.24.87.202,103.92.91.230,1,0.037,0.9741,1.0,1.0,1.0,0.7096
103.16.120.161,103.201.168.218,1,0.0526,0.921,1.0,1.0,0.8889,0.7096
103.21.11.254,103.69.176.7,1,0.0526,0.8376,1.0,1.0,1.0,0.7096
185.111.13.75,185.178.237.42,1,0.0769,0.7374,1.0,1.0,0.85,0.7096
103.119.87.208,103.30.216.118,1,0.0435,0.9391,1.0,1.0,0.9714,0.7096
103.128.198.36,103.209.41.5,1,0.0435,0.9799,1.0,1.0,0.9167,0.7096
103.142.21.134,103.184.225.82,1,0.0435,0.9388,1.0,1.0,0.9714,0.7096
103.144.148.160,103.219.210.28,1,0.0588,0.8906,1.0,1.0,0.8571,0.7096
103.129.118.108,103.153.46.248,1,0.0435,0.9709,1.0,1.0,0.9286,0.7096
103.243.174.78,103.93.59.26,1,0.0526,0.9623,1.0,1.0,0.8333,0.7096
103.142.138.102,103.187.221.71,1,0.05,0.9289,1.0,1.0,0.9091,0.7096
103.213.55.196,103.63.157.15,1,0.0526,0.9623,1.0,1.0,0.8333,0.7096
103.157.215.155,103.245.242.240,1,0.04,0.9479,1.0,1.0,1.0,0.7096
103.162.119.84,103.60.125.102,1,0.037,0.9738,1.0,1.0,1.0,0.7096
103.18.19.19,103.209.41.5,1,0.0417,0.938,1.0,1.0,0.9936,0.7096
103.131.178.33,103.188.140.35,1,0.0667,0.8397,1.0,1.0,0.8333,0.7096
103.21.11.254,103.24.87.202,1,0.037,0.974,1.0,1.0,1.0,0.7096
103.192.222.134,103.67.9.105,1,0.0417,0.9334,1.0,1.0,1.0,0.7096
103.104.161.119,103.158.80.157,1,0.05,0.914,1.0,1.0,0.9286,0.7096
103.214.10.166,103.230.117.229,1,0.0455,0.9578,1.0,1.0,0.9231,0.7096
103.210.10.200,103.85.62.166,1,0.0526,0.8685,1.0,1.0,0.9583,0.7096
103.23.237.138,103.72.141.41,1,0.0476,0.8813,1.0,1.0,1.0,0.7096
103.36.176.115,103.54.170.172,1,0.0526,0.8949,1.0,1.0,0.9231,0.7096
103.189.61.125,103.69.251.98,1,0.0435,0.9177,1.0,1.0,1.0,0.7096
103.140.157.244,103.229.81.182,1,0.0476,0.9564,1.0,1.0,0.9,0.7096
103.211.18.139,103.217.1.194,1,0.0455,0.9776,1.0,1.0,0.8968,0.7096
103.126.192.149,103.82.153.5,1,0.0667,0.8397,1.0,1.0,0.8333,0.7096
103.192.6.11,103.222.166.116,1,0.0435,0.9752,1.0,1.0,0.9231,0.7096
103.208.212.74,103.56.117.131,1,0.0526,0.8376,1.0,1.0,1.0,0.7096
103.163.154.2,103.207.79.44,1,0.0435,0.9178,1.0,1.0,1.0,0.7096
103.229.81.182,103.93.59.26,1,0.04,0.9481,1.0,1.0,1.0,0.7096
103.163.154.2,103.164.238.3,1,0.05,0.9543,1.0,1.0,0.875,0.7096
103.109.126.122,103.214.10.166,1,0.0526,0.8951,1.0,1.0,0.9231,0.7096
103.200.80.6,103.23.228.112,1,0.0556,0.8742,1.0,1.0,0.9167,0.7096
103.115.220.134,103.140.157.244,1,0.0435,0.9926,1.0,1.0,0.9,0.7096
103.16.120.161,103.46.221.230,1,0.0556,0.895,1.0,1.0,0.8889,0.7096
103.142.21.134,103.21.152.45,1,0.0526,0.9089,1.0,1.0,0.9047,0.7096
103.139.87.169,103.18.251.10,1,0.0588,0.7833,1.0,1.0,1.0,0.7096
103.194.31.48,103.25.161.66,1,0.0417,0.9384,1.0,1.0,0.9936,0.7096
103.163.154.2,103.215.114.160,1,0.0435,0.9858,1.0,1.0,0.9091,0.7096
103.153.182.199,103.54.170.172,1,0.0385,0.9657,1.0,1.0,0.9945,0.7096
103.115.220.134,103.86.179.100,1,0.037,0.974,1.0,1.0,1.0,0.7096
103.197.173.151,103.42.131.27,1,0.0435,0.9751,1.0,1.0,0.9231,0.7096
103.169.144.132,103.184.225.82,1,0.0435,0.9495,1.0,1.0,0.9571,0.7096
103.129.118.108,103.131.192.243,1,0.0435,0.9713,1.0,1.0,0.9286,0.7096
103.109.69.39,103.233.181.104,1,0.0526,0.9942,1.0,1.0,0.7912,0.7096
103.12.18.100,103.143.77.145,1,0.0526,0.9123,1.0,1.0,0.9,0.7096
103.83.224.172,103.86.146.204,1,0.05,0.8964,1.0,1.0,0.9519,0.7096
103.142.138.102,103.147.240.254,1,0.05,0.9287,1.0,1.0,0.9091,0.7096
103.113.217.33,103.170.118.229,1,0.0556,0.927,1.0,1.0,0.8462,0.7096
103.197.173.151,103.197.224.135,1,0.0455,0.9578,1.0,1.0,0.9231,0.7096
103.43.53.186,103.46.178.179,1,0.04,0.9478,1.0,1.0,1.0,0.7096
103.173.239.190,103.189.148.210,1,0.05,0.8603,1.0,1.0,1.0,0.7096
103.115.57.191,103.238.57.19,1,0.0455,0.9404,1.0,1.0,0.9462,0.7096
103.67.1.99,103.72.141.41,1,0.037,0.9739,1.0,1.0,1.0,0.7096
103.153.46.248,103.85.62.166,1,0.0476,0.9439,1.0,1.0,0.9167,0.7096
103.23.228.112,103.80.199.16,1,0.05,0.9139,1.0,1.0,0.9286,0.7096
103.134.8.17,103.241.121.147,1,0.05,0.9138,1.0,1.0,0.9286,0.7096
103.155.16.72,103.69.182.75,1,0.0526,0.9982,1.0,1.0,0.7857,0.7096
103.179.178.180,103.45.42.50,1,0.0455,0.9834,1.0,1.0,0.8889,0.7096
103.129.118.108,103.19.153.47,1,0.0526,0.8911,1.0,1.0,0.9286,0.7096
103.161.149.84,103.56.205.136,1,0.0417,0.9959,1.0,1.0,0.9167,0.7096
103.33.94.137,103.69.176.7,1,0.0526,0.9445,1.0,1.0,0.8571,0.7096
103.185.205.52,103.248.145.235,1,0.0476,0.9349,1.0,1.0,0.9286,0.7096
103.134.8.17,103.154.140.55,1,0.0476,0.9348,1.0,1.0,0.9286,0.7096
103.213.54.202,103.23.232.88,1,0.0455,0.9835,1.0,1.0,0.8889,0.7096
103.142.21.134,103.85.120.170,1,0.05,0.9141,1.0,1.0,0.9286,0.7096
103.126.237.71,103.66.227.76,1,0.05,0.914,1.0,1.0,0.9285,0.7096
103.144.165.225,103.56.205.136,1,0.0417,0.9957,1.0,1.0,0.9167,0.7096
103.122.63.237,103.47.113.12,1,0.0526,0.8373,1.0,1.0,1.0,0.7096
103.162.168.7,103.228.246.88,1,0.0455,0.9684,1.0,1.0,0.9091,0.7096
103.181.5.97,103.40.250.176,1,0.0588,0.7835,1.0,1.0,1.0,0.7096
103.181.31.70,103.198.212.98,1,0.05,0.9354,1.0,1.0,0.9,0.7096
185.128.55.132,185.51.168.171,1,0.0667,0.9646,1.0,1.0,0.6667,0.7096
103.119.87.208,103.52.147.156,1,0.0455,0.9752,1.0,1.0,0.9,0.7096
103.144.54.179,103.21.11.254,1,0.0526,0.9624,1.0,1.0,0.8333,0.7096
103.65.188.20,103.72.121.162,1,0.0417,0.9332,1.0,1.0,1.0,0.7096
103.157.140.36,103.215.114.160,1,0.0435,0.9647,1.0,1.0,0.9371,0.7096
103.143.197.169,103.248.12.176,1,0.0476,0.8811,1.0,1.0,1.0,0.7096
103.20.225.63,103.40.55.207,1,0.0455,0.9834,1.0,1.0,0.8889,0.7096
103.137.127.207,103.83.224.172,1,0.0385,0.9658,1.0,1.0,0.9945,0.7096
103.120.233.250,103.241.194.163,1,0.0476,0.8813,1.0,1.0,1.0,0.7096
103.107.14.79,103.26.203.139,1,0.0455,0.9538,1.0,1.0,0.9286,0.7096
103.156.238.147,103.40.250.176,1,0.0588,0.7833,1.0,1.0,1.0,0.7096
103.196.200.208,103.196.203.250,1,0.0526,0.8911,1.0,1.0,0.9286,0.7096
103.152.25.211,103.19.153.47,1,0.0625,0.8194,1.0,1.0,0.9091,0.7096
103.115.62.241,103.94.115.139,1,0.0588,0.8456,1.0,1.0,0.9167,0.7096
103.163.164.32,103.202.79.181,1,0.0667,0.8647,1.0,1.0,0.8,0.7096
103.186.210.200,103.235.125.21,1,0.0526,0.9127,1.0,1.0,0.9,0.7096
185.193.22.31,185.203.219.110,1,0.0588,0.8772,1.0,1.0,0.875,0.7096
103.182.73.157,103.88.116.121,1,0.0435,0.9175,1.0,1.0,1.0,0.7096
103.246.12.14,103.96.252.97,1,0.0556,0.8119,1.0,1.0,1.0,0.7096
103.102.247.116,103.61.203.179,1,0.04,0.9568,1.0,1.0,0.9881,0.7096
103.246.210.60,103.49.215.127,1,0.05,0.8968,1.0,1.0,0.9519,0.7096
103.159.232.170,103.53.16.73,1,0.0526,0.9448,1.0,1.0,0.8571,0.7096
103.134.222.153,103.62.36.252,1,0.0385,0.9616,1.0,1.0,1.0,0.7096
103.242.173.94,103.33.15.241,1,0.0435,0.9176,1.0,1.0,1.0,0.7096
103.128.43.109,103.156.192.150,1,0.0417,0.991,1.0,1.0,0.9231,0.7096
103.162.119.84,103.213.54.202,1,0.037,0.9741,1.0,1.0,1.0,0.7096
103.181.31.70,103.22.141.103,1,0.0476,0.9562,1.0,1.0,0.9,0.7096
103.171.247.13,103.82.107.178,1,0.05,0.9142,1.0,1.0,0.9286,0.7096
103.117.2.143,103.186.181.231,1,0.04,0.948,1.0,1.0,1.0,0.7096
103.89.233.155,103.91.215.226,1,0.0476,0.9389,1.0,1.0,0.9231,0.7096
103.158.224.246,103.77.22.103,1,0.0526,0.8524,1.0,1.0,0.9798,0.7096
103.237.14.29,103.80.199.16,1,0.0435,0.9704,1.0,1.0,0.9286,0.7095
103.248.145.235,103.64.3.164,1,0.0556,0.9476,1.0,1.0,0.8182,0.7095
103.65.158.165,103.70.185.114,1,0.05,0.9177,1.0,1.0,0.9231,0.7095
103.168.238.38,103.40.55.207,1,0.0385,0.9608,1.0,1.0,1.0,0.7095
103.124.246.102,103.168.70.14,1,0.0385,0.9612,1.0,1.0,1.0,0.7095
103.115.26.135,103.44.124.144,1,0.05,0.9349,1.0,1.0,0.9,0.7095
103.19.189.37,103.207.126.123,1,0.05,0.896,1.0,1.0,0.9519,0.7095
103.173.148.92,103.204.253.139,1,0.0526,0.944,1.0,1.0,0.8571,0.7095
103.153.182.199,103.91.215.226,1,0.0385,0.9649,1.0,1.0,0.9945,0.7095
103.148.197.111,103.217.189.160,1,0.0435,0.917,1.0,1.0,1.0,0.7095
103.32.220.155,103.92.52.50,1,0.04,0.9476,1.0,1.0,1.0,0.7095
185.141.89.108,185.42.2.105,1,0.0556,0.9029,1.0,1.0,0.8778,0.7095
185.134.224.144,185.208.14.213,1,0.0588,0.9705,1.0,1.0,0.75,0.7095
103.192.6.11,103.198.212.98,1,0.0435,0.9745,1.0,1.0,0.9231,0.7095
103.168.11.94,103.63.157.15,1,0.0385,0.9612,1.0,1.0,1.0,0.7095
103.127.185.50,103.43.97.169,1,0.0435,0.9169,1.0,1.0,1.0,0.7095
103.130.117.132,103.142.35.228,1,0.0417,0.9907,1.0,1.0,0.9231,0.7095
103.127.241.174,103.190.118.220,1,0.0526,0.9201,1.0,1.0,0.8889,0.7095
103.211.18.139,103.83.224.172,1,0.0476,0.9067,1.0,1.0,0.9658,0.7095
103.205.231.166,103.93.112.149,1,0.0455,0.8997,1.0,1.0,1.0,0.7095
103.197.224.135,103.82.107.178,1,0.0435,0.9706,1.0,1.0,0.9286,0.7095
103.144.233.35,103.32.220.155,1,0.0417,0.9327,1.0,1.0,1.0,0.7095
103.247.52.157,103.67.1.99,1,0.0526,0.8368,1.0,1.0,1.0,0.7095
103.53.147.14,103.91.215.226,1,0.0417,0.9908,1.0,1.0,0.9231,0.7095
103.11.107.251,103.222.18.4,1,0.04,0.9476,1.0,1.0,1.0,0.7095
185.30.36.174,185.44.201.32,1,0.0625,0.9174,1.0,1.0,0.7778,0.7095
103.132.235.122,103.197.173.151,1,0.0435,0.9746,1.0,1.0,0.9231,0.7095
103.144.11.82,103.232.38.46,1,0.0435,0.9745,1.0,1.0,0.9231,0.7095
185.163.190.119,185.96.245.164,1,0.0526,0.9118,1.0,1.0,0.9,0.7095
103.67.1.99,103.72.121.162,1,0.037,0.9734,1.0,1.0,1.0,0.7095
103.128.72.4,103.148.145.39,1,0.0417,0.9906,1.0,1.0,0.9231,0.7095
103.171.122.149,103.91.183.98,1,0.04,0.9476,1.0,1.0,1.0,0.7095
185.141.89.108,185.74.236.130,1,0.0556,0.9029,1.0,1.0,0.8778,0.7095
103.158.80.157,103.166.117.46,1,0.0556,0.8113,1.0,1.0,1.0,0.7095
103.151.131.143,103.196.200.208,1,0.0435,0.9704,1.0,1.0,0.9286,0.7095
103.140.251.182,103.55.41.202,1,0.0385,0.9651,1.0,1.0,0.9945,0.7095
103.194.81.101,103.197.32.24,1,0.05,0.9963,1.0,1.0,0.8182,0.7095
103.126.152.230,103.197.207.148,1,0.0385,0.9649,1.0,1.0,0.9945,0.7095
103.137.127.207,103.200.15.214,1,0.0476,0.9344,1.0,1.0,0.9286,0.7095
103.124.51.53,103.55.41.172,1,0.0588,0.8453,1.0,1.0,0.9167,0.7095
103.108.229.177,103.42.131.27,1,0.0435,0.9172,1.0,1.0,1.0,0.7095
103.186.181.231,103.242.173.94,1,0.037,0.9732,1.0,1.0,1.0,0.7095
103.152.193.4,103.248.145.235,1,0.05,0.9754,1.0,1.0,0.8462,0.7095
185.208.80.176,185.78.105.29,1,0.0526,0.9119,1.0,1.0,0.9,0.7095
103.123.239.91,103.149.207.2,1,0.0476,0.9343,1.0,1.0,0.9286,0.7095
103.199.29.155,103.82.107.178,1,0.0476,0.9344,1.0,1.0,0.9286,0.7095
103.201.168.218,103.230.161.19,1,0.0435,0.9748,1.0,1.0,0.9231,0.7095
103.204.110.216,103.89.233.155,1,0.05,0.9225,1.0,1.0,0.9167,0.7095
103.156.63.44,103.198.241.193,1,0.0435,0.9746,1.0,1.0,0.9231,0.7095
103.217.189.160,103.92.95.230,1,0.0435,0.9173,1.0,1.0,1.0,0.7095
103.23.232.88,103.60.125.102,1,0.0455,0.9832,1.0,1.0,0.8889,0.7095
103.168.93.221,103.54.170.172,1,0.0417,0.9908,1.0,1.0,0.9231,0.7095
103.103.101.47,103.126.237.71,1,0.05,0.9134,1.0,1.0,0.9286,0.7095
103.208.212.74,103.36.43.203,1,0.0417,0.933,1.0,1.0,1.0,0.7095
103.214.76.75,103.54.122.36,1,0.0385,0.9612,1.0,1.0,1.0,0.7095
103.154.206.248,103.172.139.205,1,0.0476,0.9556,1.0,1.0,0.9,0.7095
103.206.110.178,103.211.253.181,1,0.0476,0.9384,1.0,1.0,0.9231,0.7095
103.199.29.155,103.228.76.16,1,0.0556,0.8795,1.0,1.0,0.9091,0.7095
103.237.195.117,103.86.179.100,1,0.0385,0.961,1.0,1.0,1.0,0.7095
103.175.94.73,103.50.137.154,1,0.04,0.9476,1.0,1.0,1.0,0.7095
103.131.192.243,103.243.147.230,1,0.0435,0.9173,1.0,1.0,1.0,0.7095
103.142.21.134,103.95.136.9,1,0.037,0.9733,1.0,1.0,1.0,0.7095
103.14.75.223,103.197.173.151,1,0.0455,0.9172,1.0,1.0,0.9769,0.7095
103.168.93.221,103.43.53.186,1,0.0417,0.9906,1.0,1.0,0.9231,0.7095
103.10.160.196,103.91.215.226,1,0.0435,0.9278,1.0,1.0,0.986,0.7095
185.163.190.119,185.31.17.78,1,0.0526,0.912,1.0,1.0,0.9,0.7095
103.117.51.192,103.126.237.71,1,0.0455,0.9535,1.0,1.0,0.9286,0.7095
103.126.212.225,103.85.62.166,1,0.0455,0.962,1.0,1.0,0.9167,0.7095
103.195.146.158,103.58.143.99,1,0.0556,0.9188,1.0,1.0,0.8571,0.7095
103.243.174.78,103.85.157.236,1,0.0588,0.908,1.0,1.0,0.8333,0.7095
103.137.217.188,103.187.221.71,1,0.0526,0.9121,1.0,1.0,0.9,0.7095
103.178.254.75,103.206.110.178,1,0.0435,0.9745,1.0,1.0,0.9231,0.7095
103.65.135.78,103.93.217.96,1,0.0417,0.9328,1.0,1.0,1.0,0.7095
103.186.181.231,103.192.147.215,1,0.037,0.9735,1.0,1.0,1.0,0.7095
103.193.128.157,103.93.112.149,1,0.0476,0.9746,1.0,1.0,0.875,0.7095
103.132.235.122,103.173.148.92,1,0.0435,0.9169,1.0,1.0,1.0,0.7095
103.128.72.4,103.156.153.138,1,0.05,0.9435,1.0,1.0,0.8889,0.7095
103.232.38.46,103.67.9.105,1,0.0435,0.9169,1.0,1.0,1.0,0.7095
103.156.238.147,103.66.55.220,1,0.0435,0.9171,1.0,1.0,1.0,0.7095
103.203.53.17,103.22.232.79,1,0.0588,0.8662,1.0,1.0,0.8889,0.7095
103.153.182.199,103.236.167.99,1,0.0455,0.9532,1.0,1.0,0.9286,0.7095
103.122.18.126,103.70.50.31,1,0.05,0.9753,1.0,1.0,0.8462,0.7095
103.237.195.117,103.81.216.8,1,0.0435,0.9169,1.0,1.0,1.0,0.7095
103.157.140.36,103.219.112.107,1,0.0435,0.9644,1.0,1.0,0.9371,0.7095
103.157.249.142,103.82.107.178,1,0.0476,0.9209,1.0,1.0,0.9464,0.7095
103.220.204.25,103.99.10.38,1,0.05,0.8601,1.0,1.0,1.0,0.7095
103.144.165.225,103.52.54.148,1,0.0435,0.9851,1.0,1.0,0.9091,0.7095
103.190.153.229,103.69.98.175,1,0.0526,0.944,1.0,1.0,0.8571,0.7095
103.17.214.45,103.209.41.5,1,0.0417,0.9956,1.0,1.0,0.9167,0.7095
103.222.244.78,103.229.81.182,1,0.0435,0.9795,1.0,1.0,0.9167,0.7095
103.153.207.164,103.65.34.92,1,0.0526,0.9052,1.0,1.0,0.9091,0.7095
103.162.168.7,103.94.202.221,1,0.04,0.9473,1.0,1.0,1.0,0.7095
103.194.31.48,103.39.222.201,1,0.0417,0.9376,1.0,1.0,0.9936,0.7095
103.171.157.97,103.19.189.37,1,0.0526,0.9307,1.0,1.0,0.875,0.7095
103.126.157.44,103.203.53.17,1,0.05,0.8601,1.0,1.0,1.0,0.7095
103.219.210.28,103.53.195.88,1,0.0476,0.949,1.0,1.0,0.9091,0.7095
103.35.211.252,103.44.124.144,1,0.0435,0.9491,1.0,1.0,0.9571,0.7095
103.209.41.5,103.56.227.157,1,0.05,0.9225,1.0,1.0,0.9167,0.7095
103.56.81.141,103.95.88.102,1,0.0455,0.9531,1.0,1.0,0.9286,0.7095
103.129.118.108,103.161.122.215,1,0.0476,0.9344,1.0,1.0,0.9286,0.7095
103.65.188.20,103.72.141.41,1,0.0417,0.9327,1.0,1.0,1.0,0.7095
103.232.214.210,103.50.137.154,1,0.0588,0.7827,1.0,1.0,1.0,0.7095
103.107.12.197,103.62.140.134,1,0.05,0.9178,1.0,1.0,0.9231,0.7095
103.33.56.210,103.66.40.13,1,0.0417,0.9905,1.0,1.0,0.9231,0.7095
103.203.53.17,103.248.12.176,1,0.0526,0.837,1.0,1.0,1.0,0.7095
103.166.139.148,103.83.224.172,1,0.0435,0.9275,1.0,1.0,0.986,0.7095
103.241.37.119,103.63.13.48,1,0.0588,0.997,1.0,1.0,0.7143,0.7095
103.152.167.19,103.234.100.228,1,0.0435,0.9169,1.0,1.0,1.0,0.7095
103.129.146.34,103.158.224.246,1,0.0455,0.9238,1.0,1.0,0.9682,0.7095
103.123.239.91,103.66.111.75,1,0.0455,0.9297,1.0,1.0,0.9603,0.7095
103.173.229.54,103.80.199.16,1,0.0435,0.9706,1.0,1.0,0.9286,0.7095
103.189.61.125,103.63.157.15,1,0.04,0.9477,1.0,1.0,1.0,0.7095
103.108.94.120,103.230.161.19,1,0.0476,0.9387,1.0,1.0,0.9231,0.7095
103.236.167.99,103.94.115.139,1,0.05,0.9226,1.0,1.0,0.9167,0.7095
